year,hbr,age_group,sex,diagnosis,number_of_deaths,crude_rate,easr,hb_name
2009,S08000019,45-64 years,Female,Cerebrovascular Disease,9,22.17186,22.30467,NHS Forth Valley
2009,S08000019,45-64 years,Female,Stroke,4,9.854158,10.01425,NHS Forth Valley
2009,S08000019,45-64 years,Female,Subarachnoid Haemorrhage,2,4.927079,4.893352,NHS Forth Valley
2009,S08000019,65-74 years,All,Cerebrovascular Disease,31,115.3445,114.4675,NHS Forth Valley
2009,S08000019,65-74 years,All,Stroke,19,70.69504,70.02631,NHS Forth Valley
2009,S08000019,65-74 years,All,Subarachnoid Haemorrhage,2,7.441584,7.066189,NHS Forth Valley
2009,S08000019,65-74 years,Male,Cerebrovascular Disease,11,88.11984,89.39194,NHS Forth Valley
2009,S08000019,65-74 years,Male,Stroke,7,56.07626,56.59385,NHS Forth Valley
2009,S08000019,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Forth Valley
2009,S08000019,65-74 years,Female,Cerebrovascular Disease,20,138.9564,139.5431,NHS Forth Valley
2009,S08000019,65-74 years,Female,Stroke,12,83.37386,83.45876,NHS Forth Valley
2009,S08000019,65-74 years,Female,Subarachnoid Haemorrhage,2,13.89564,14.13238,NHS Forth Valley
2009,S08000019,under75 years,All,Cerebrovascular Disease,51,18.65228,20.36002,NHS Forth Valley
2009,S08000019,under75 years,All,Stroke,28,10.24047,11.31301,NHS Forth Valley
2009,S08000019,under75 years,All,Subarachnoid Haemorrhage,8,2.925848,2.96643,NHS Forth Valley
2009,S08000019,under75 years,Male,Cerebrovascular Disease,19,14.12482,16.16962,NHS Forth Valley
2009,S08000019,under75 years,Male,Stroke,11,8.177527,9.452906,NHS Forth Valley
2009,S08000019,under75 years,Male,Subarachnoid Haemorrhage,2,1.486823,1.550255,NHS Forth Valley
2009,S08000019,under75 years,Female,Cerebrovascular Disease,32,23.0365,24.55043,NHS Forth Valley
2009,S08000019,under75 years,Female,Stroke,17,12.23814,13.17312,NHS Forth Valley
2009,S08000019,under75 years,Female,Subarachnoid Haemorrhage,6,4.319343,4.382605,NHS Forth Valley
2009,S08000019,75plus years,All,Cerebrovascular Disease,232,1117.265,1142.971,NHS Forth Valley
2009,S08000019,75plus years,All,Stroke,121,582.7113,559.2768,NHS Forth Valley
2009,S08000019,75plus years,All,Subarachnoid Haemorrhage,1,4.815796,3.318731,NHS Forth Valley
2009,S08000019,75plus years,Male,Cerebrovascular Disease,68,844.1962,965.2771,NHS Forth Valley
2009,S08000019,75plus years,Male,Stroke,33,409.6834,421.9844,NHS Forth Valley
2009,S08000019,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Forth Valley
2009,S08000019,75plus years,Female,Cerebrovascular Disease,164,1290.323,1320.665,NHS Forth Valley
2009,S08000019,75plus years,Female,Stroke,88,692.3682,696.5693,NHS Forth Valley
2009,S08000019,75plus years,Female,Subarachnoid Haemorrhage,1,7.867821,6.637462,NHS Forth Valley
2009,S08000020,All,All,Cerebrovascular Disease,491,87.80401,112.418,NHS Grampian
2009,S08000020,All,All,Stroke,263,47.03147,57.24349,NHS Grampian
2009,S08000020,All,All,Subarachnoid Haemorrhage,16,2.86123,3.085615,NHS Grampian
2009,S08000020,All,Male,Cerebrovascular Disease,179,64.6674,107.8048,NHS Grampian
2009,S08000020,All,Male,Stroke,91,32.8756,50.2481,NHS Grampian
2009,S08000020,All,Male,Subarachnoid Haemorrhage,5,1.806352,2.012099,NHS Grampian
2009,S08000020,All,Female,Cerebrovascular Disease,312,110.482,117.0312,NHS Grampian
2009,S08000020,All,Female,Stroke,172,60.90673,64.23888,NHS Grampian
2009,S08000020,All,Female,Subarachnoid Haemorrhage,11,3.895198,4.15913,NHS Grampian
2009,S08000020,0-44 years,All,Cerebrovascular Disease,2,0.625229,0.604414,NHS Grampian
2009,S08000020,0-44 years,All,Stroke,1,0.312614,0.304109,NHS Grampian
2009,S08000020,0-44 years,All,Subarachnoid Haemorrhage,1,0.312614,0.300305,NHS Grampian
2009,S08000020,0-44 years,Male,Cerebrovascular Disease,1,0.615127,0.608219,NHS Grampian
2009,S08000020,0-44 years,Male,Stroke,1,0.615127,0.608219,NHS Grampian
2009,S08000020,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Grampian
2009,S08000020,0-44 years,Female,Cerebrovascular Disease,1,0.635667,0.60061,NHS Grampian
2009,S08000020,0-44 years,Female,Stroke,0,0,0,NHS Grampian
2009,S08000020,0-44 years,Female,Subarachnoid Haemorrhage,1,0.635667,0.60061,NHS Grampian
2009,S08000020,45-64 years,All,Cerebrovascular Disease,34,22.45336,22.7007,NHS Grampian
2009,S08000020,45-64 years,All,Stroke,18,11.88707,12.10158,NHS Grampian
2009,S08000020,45-64 years,All,Subarachnoid Haemorrhage,6,3.962358,3.986428,NHS Grampian
2009,S08000020,45-64 years,Male,Cerebrovascular Disease,19,25.03492,25.34235,NHS Grampian
2009,S08000020,45-64 years,Male,Stroke,10,13.17627,13.48918,NHS Grampian
2009,S08000020,45-64 years,Male,Subarachnoid Haemorrhage,3,3.952882,3.935933,NHS Grampian
2009,S08000020,45-64 years,Female,Cerebrovascular Disease,15,19.8594,20.05905,NHS Grampian
2009,S08000020,45-64 years,Female,Stroke,8,10.59168,10.71398,NHS Grampian
2009,S08000020,45-64 years,Female,Subarachnoid Haemorrhage,3,3.971879,4.036923,NHS Grampian
2009,S08000020,65-74 years,All,Cerebrovascular Disease,60,126.74,130.2878,NHS Grampian
2009,S08000020,65-74 years,All,Stroke,35,73.93169,75.22917,NHS Grampian
2009,S08000020,65-74 years,All,Subarachnoid Haemorrhage,4,8.449336,8.139469,NHS Grampian
2009,S08000020,65-74 years,Male,Cerebrovascular Disease,33,146.5559,150.849,NHS Grampian
2009,S08000020,65-74 years,Male,Stroke,18,79.9396,81.43008,NHS Grampian
2009,S08000020,65-74 years,Male,Subarachnoid Haemorrhage,1,4.441089,4.263814,NHS Grampian
2009,S08000020,65-74 years,Female,Cerebrovascular Disease,27,108.7657,109.7267,NHS Grampian
2009,S08000020,65-74 years,Female,Stroke,17,68.48211,69.02826,NHS Grampian
2009,S08000020,65-74 years,Female,Subarachnoid Haemorrhage,3,12.08508,12.01512,NHS Grampian
2009,S08000020,under75 years,All,Cerebrovascular Disease,96,18.50963,22.00252,NHS Grampian
2009,S08000020,under75 years,All,Stroke,54,10.41167,12.38484,NHS Grampian
2009,S08000020,under75 years,All,Subarachnoid Haemorrhage,11,2.120895,2.278255,NHS Grampian
2009,S08000020,under75 years,Male,Cerebrovascular Disease,53,20.30815,25.14649,NHS Grampian
2009,S08000020,under75 years,Male,Stroke,29,11.11201,13.68487,NHS Grampian
2009,S08000020,under75 years,Male,Subarachnoid Haemorrhage,4,1.53269,1.638157,NHS Grampian
2009,S08000020,under75 years,Female,Cerebrovascular Disease,43,16.68801,18.85855,NHS Grampian
2009,S08000020,under75 years,Female,Stroke,25,9.702332,11.0848,NHS Grampian
2009,S08000020,under75 years,Female,Subarachnoid Haemorrhage,7,2.716653,2.918354,NHS Grampian
2009,S08000020,75plus years,All,Cerebrovascular Disease,395,974.082,1026.619,NHS Grampian
2009,S08000020,75plus years,All,Stroke,209,515.4004,510.8143,NHS Grampian
2009,S08000020,75plus years,All,Subarachnoid Haemorrhage,5,12.33015,11.24891,NHS Grampian
2009,S08000020,75plus years,Male,Cerebrovascular Disease,126,796.3595,943.5721,NHS Grampian
2009,S08000020,75plus years,Male,Stroke,62,391.8594,419.943,NHS Grampian
2009,S08000020,75plus years,Male,Subarachnoid Haemorrhage,1,6.320313,5.793071,NHS Grampian
2009,S08000020,75plus years,Female,Cerebrovascular Disease,269,1087.792,1109.665,NHS Grampian
2009,S08000020,75plus years,Female,Stroke,147,594.4438,601.6856,NHS Grampian
2009,S08000020,75plus years,Female,Subarachnoid Haemorrhage,4,16.17534,16.70476,NHS Grampian
2009,S08000022,All,All,Cerebrovascular Disease,339,106.5368,115.434,NHS Highland
2009,S08000022,All,All,Stroke,187,58.76807,61.68063,NHS Highland
2009,S08000022,All,All,Subarachnoid Haemorrhage,11,3.456945,3.174939,NHS Highland
2009,S08000022,All,Male,Cerebrovascular Disease,131,83.98297,115.3421,NHS Highland
2009,S08000022,All,Male,Stroke,71,45.51749,59.28634,NHS Highland
2009,S08000022,All,Male,Subarachnoid Haemorrhage,1,0.641091,0.606271,NHS Highland
2009,S08000022,All,Female,Cerebrovascular Disease,208,128.2241,115.5258,NHS Highland
2009,S08000022,All,Female,Stroke,116,71.50959,64.07492,NHS Highland
2009,S08000022,All,Female,Subarachnoid Haemorrhage,10,6.16462,5.743607,NHS Highland
2009,S08000022,0-44 years,All,Cerebrovascular Disease,1,0.611677,0.618344,NHS Highland
2009,S08000022,0-44 years,All,Stroke,1,0.611677,0.618344,NHS Highland
2009,S08000022,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,NHS Highland
2009,S08000022,0-44 years,Male,Cerebrovascular Disease,0,0,0,NHS Highland
2009,S08000022,0-44 years,Male,Stroke,0,0,0,NHS Highland
2009,S08000022,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Highland
2009,S08000022,0-44 years,Female,Cerebrovascular Disease,1,1.239142,1.236688,NHS Highland
2009,S08000022,0-44 years,Female,Stroke,1,1.239142,1.236688,NHS Highland
2009,S08000022,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,NHS Highland
2009,S08000022,45-64 years,All,Cerebrovascular Disease,23,24.36363,24.0671,NHS Highland
2009,S08000022,45-64 years,All,Stroke,12,12.71146,12.61114,NHS Highland
2009,S08000022,45-64 years,All,Subarachnoid Haemorrhage,6,6.35573,6.296937,NHS Highland
2009,S08000022,45-64 years,Male,Cerebrovascular Disease,11,23.6092,23.17102,NHS Highland
2009,S08000022,45-64 years,Male,Stroke,6,12.87775,12.67604,NHS Highland
2009,S08000022,45-64 years,Male,Subarachnoid Haemorrhage,1,2.146291,2.287813,NHS Highland
2009,S08000022,45-64 years,Female,Cerebrovascular Disease,12,25.09883,24.96317,NHS Highland
2009,S08000022,45-64 years,Female,Stroke,6,12.54941,12.54624,NHS Highland
2009,S08000022,45-64 years,Female,Subarachnoid Haemorrhage,5,10.45784,10.30606,NHS Highland
2009,S08000022,65-74 years,All,Cerebrovascular Disease,43,128.5347,132.6163,NHS Highland
2009,S08000022,65-74 years,All,Stroke,30,89.67538,91.69714,NHS Highland
2009,S08000022,65-74 years,All,Subarachnoid Haemorrhage,3,8.967538,8.473599,NHS Highland
2009,S08000022,65-74 years,Male,Cerebrovascular Disease,25,156.9267,161.1907,NHS Highland
2009,S08000022,65-74 years,Male,Stroke,18,112.9873,114.1903,NHS Highland
2009,S08000022,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Highland
2009,S08000022,65-74 years,Female,Cerebrovascular Disease,18,102.7221,104.0419,NHS Highland
2009,S08000022,65-74 years,Female,Stroke,12,68.48142,69.20402,NHS Highland
2009,S08000022,65-74 years,Female,Subarachnoid Haemorrhage,3,17.12036,16.9472,NHS Highland
2009,S08000022,under75 years,All,Cerebrovascular Disease,67,22.99703,22.67736,NHS Highland
2009,S08000022,under75 years,All,Stroke,43,14.75929,14.61985,NHS Highland
2009,S08000022,under75 years,All,Subarachnoid Haemorrhage,9,3.089153,2.811446,NHS Highland
2009,S08000022,under75 years,Male,Cerebrovascular Disease,36,24.77513,25.34653,NHS Highland
2009,S08000022,under75 years,Male,Stroke,24,16.51675,16.86718,NHS Highland
2009,S08000022,under75 years,Male,Subarachnoid Haemorrhage,1,0.688198,0.666231,NHS Highland
2009,S08000022,under75 years,Female,Cerebrovascular Disease,31,21.22779,20.00819,NHS Highland
2009,S08000022,under75 years,Female,Stroke,19,13.01058,12.37251,NHS Highland
2009,S08000022,under75 years,Female,Subarachnoid Haemorrhage,8,5.478139,4.956661,NHS Highland
2009,S08000022,75plus years,All,Cerebrovascular Disease,272,1012.734,1053.307,NHS Highland
2009,S08000022,75plus years,All,Stroke,144,536.1531,537.5175,NHS Highland
2009,S08000022,75plus years,All,Subarachnoid Haemorrhage,2,7.446571,6.850253,NHS Highland
2009,S08000022,75plus years,Male,Cerebrovascular Disease,95,889.763,1025.298,NHS Highland
2009,S08000022,75plus years,Male,Stroke,47,440.1986,488.1912,NHS Highland
2009,S08000022,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Highland
2009,S08000022,75plus years,Female,Cerebrovascular Disease,177,1093.876,1081.315,NHS Highland
2009,S08000022,75plus years,Female,Stroke,97,599.4685,586.8437,NHS Highland
2009,S08000022,75plus years,Female,Subarachnoid Haemorrhage,2,12.36018,13.70051,NHS Highland
2009,S08000024,All,All,Cerebrovascular Disease,688,84.26106,115.6592,NHS Lothian
2009,S08000024,All,All,Stroke,391,47.88674,62.93586,NHS Lothian
2009,S08000024,All,All,Subarachnoid Haemorrhage,31,3.796647,3.975065,NHS Lothian
2009,S08000024,All,Male,Cerebrovascular Disease,260,65.62955,120.594,NHS Lothian
2009,S08000024,All,Male,Stroke,145,36.6011,62.24422,NHS Lothian
2009,S08000024,All,Male,Subarachnoid Haemorrhage,8,2.019371,2.200823,NHS Lothian
2009,S08000024,All,Female,Cerebrovascular Disease,428,101.8206,110.7243,NHS Lothian
2009,S08000024,All,Female,Stroke,246,58.52308,63.6275,NHS Lothian
2009,S08000024,All,Female,Subarachnoid Haemorrhage,23,5.47167,5.749307,NHS Lothian
2009,S08000024,0-44 years,All,Cerebrovascular Disease,6,1.226698,1.250057,NHS Lothian
2009,S08000024,0-44 years,All,Stroke,4,0.817799,0.835376,NHS Lothian
2009,S08000024,0-44 years,All,Subarachnoid Haemorrhage,2,0.408899,0.414681,NHS Lothian
2009,S08000024,0-44 years,Male,Cerebrovascular Disease,3,1.230108,1.277884,NHS Lothian
2009,S08000024,0-44 years,Male,Stroke,2,0.820072,0.855932,NHS Lothian
2009,S08000024,0-44 years,Male,Subarachnoid Haemorrhage,1,0.410036,0.421952,NHS Lothian
2009,S08000024,0-44 years,Female,Cerebrovascular Disease,3,1.223306,1.222229,NHS Lothian
2009,S08000024,0-44 years,Female,Stroke,2,0.815538,0.814819,NHS Lothian
2009,S08000024,0-44 years,Female,Subarachnoid Haemorrhage,1,0.407769,0.40741,NHS Lothian
2009,S08000024,45-64 years,All,Cerebrovascular Disease,58,28.14195,28.91528,NHS Lothian
2009,S08000024,45-64 years,All,Stroke,36,17.46742,18.05583,NHS Lothian
2009,S08000024,45-64 years,All,Subarachnoid Haemorrhage,17,8.248503,8.254828,NHS Lothian
2009,S08000024,45-64 years,Male,Cerebrovascular Disease,33,32.63869,33.89002,NHS Lothian
2009,S08000024,45-64 years,Male,Stroke,22,21.75913,22.62984,NHS Lothian
2009,S08000024,45-64 years,Male,Subarachnoid Haemorrhage,6,5.9343070000000004,6.050948,NHS Lothian
2009,S08000024,45-64 years,Female,Cerebrovascular Disease,25,23.81156,23.94054,NHS Lothian
2009,S08000024,45-64 years,Female,Stroke,14,13.33448,13.48183,NHS Lothian
2009,S08000024,45-64 years,Female,Subarachnoid Haemorrhage,11,10.47709,10.45871,NHS Lothian
2009,S08000024,65-74 years,All,Cerebrovascular Disease,64,99.33878,102.0643,NHS Lothian
2009,S08000024,65-74 years,All,Stroke,43,66.74324,68.016,NHS Lothian
2009,S08000024,65-74 years,All,Subarachnoid Haemorrhage,3,4.656505,4.645021,NHS Lothian
2009,S08000024,65-74 years,Male,Cerebrovascular Disease,36,121.4042,123.4429,NHS Lothian
2009,S08000024,65-74 years,Male,Stroke,22,74.19148,75.5271,NHS Lothian
2009,S08000024,65-74 years,Male,Subarachnoid Haemorrhage,1,3.37234,3.518736,NHS Lothian
2009,S08000024,65-74 years,Female,Cerebrovascular Disease,28,80.52224,80.68571,NHS Lothian
2009,S08000024,65-74 years,Female,Stroke,21,60.39168,60.5049,NHS Lothian
2009,S08000024,65-74 years,Female,Subarachnoid Haemorrhage,2,5.751589,5.771306,NHS Lothian
2009,S08000024,under75 years,All,Cerebrovascular Disease,128,16.85004,20.93883,NHS Lothian
2009,S08000024,under75 years,All,Stroke,83,10.9262,13.60174,NHS Lothian
2009,S08000024,under75 years,All,Subarachnoid Haemorrhage,22,2.896101,3.185917,NHS Lothian
2009,S08000024,under75 years,Male,Cerebrovascular Disease,72,19.2184,24.87079,NHS Lothian
2009,S08000024,under75 years,Male,Stroke,46,12.27842,15.81259,NHS Lothian
2009,S08000024,under75 years,Male,Subarachnoid Haemorrhage,8,2.135378,2.418487,NHS Lothian
2009,S08000024,under75 years,Female,Cerebrovascular Disease,56,14.54542,17.00686,NHS Lothian
2009,S08000024,under75 years,Female,Stroke,37,9.610365,11.39088,NHS Lothian
2009,S08000024,under75 years,Female,Subarachnoid Haemorrhage,14,3.636354,3.953347,NHS Lothian
2009,S08000024,75plus years,All,Cerebrovascular Disease,560,984.7366,1073.387,NHS Lothian
2009,S08000024,75plus years,All,Stroke,308,541.6051,561.7587,NHS Lothian
2009,S08000024,75plus years,All,Subarachnoid Haemorrhage,9,15.82612,11.95423,NHS Lothian
2009,S08000024,75plus years,Male,Cerebrovascular Disease,188,873.5248,1088.462,NHS Lothian
2009,S08000024,75plus years,Male,Stroke,99,459.9944,531.7196,NHS Lothian
2009,S08000024,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Lothian
2009,S08000024,75plus years,Female,Cerebrovascular Disease,372,1052.453,1058.312,NHS Lothian
2009,S08000024,75plus years,Female,Stroke,209,591.2975,591.7977,NHS Lothian
2009,S08000024,75plus years,Female,Subarachnoid Haemorrhage,9,25.46257,23.90846,NHS Lothian
2009,S08000025,All,All,Cerebrovascular Disease,19,90.73543,91.29097,NHS Orkney
2009,S08000025,All,All,Stroke,13,62.08214,64.20344,NHS Orkney
2009,S08000025,All,All,Subarachnoid Haemorrhage,2,9.551098,7.797839,NHS Orkney
2009,S08000025,All,Male,Cerebrovascular Disease,7,67.75724,83.27692,NHS Orkney
2009,S08000025,All,Male,Stroke,5,48.39803,61.56313,NHS Orkney
2009,S08000025,All,Male,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,All,Female,Cerebrovascular Disease,12,113.1115,99.30502,NHS Orkney
2009,S08000025,All,Female,Stroke,8,75.40767,66.84376,NHS Orkney
2009,S08000025,All,Female,Subarachnoid Haemorrhage,2,18.85192,15.59568,NHS Orkney
2009,S08000025,0-44 years,All,Cerebrovascular Disease,0,0,0,NHS Orkney
2009,S08000025,0-44 years,All,Stroke,0,0,0,NHS Orkney
2009,S08000025,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,0-44 years,Male,Cerebrovascular Disease,0,0,0,NHS Orkney
2009,S08000025,0-44 years,Male,Stroke,0,0,0,NHS Orkney
2009,S08000025,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,0-44 years,Female,Cerebrovascular Disease,0,0,0,NHS Orkney
2009,S08000025,0-44 years,Female,Stroke,0,0,0,NHS Orkney
2009,S08000025,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,45-64 years,All,Cerebrovascular Disease,0,0,0,NHS Orkney
2009,S08000025,45-64 years,All,Stroke,0,0,0,NHS Orkney
2009,S08000025,45-64 years,All,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,45-64 years,Male,Cerebrovascular Disease,0,0,0,NHS Orkney
2009,S08000025,45-64 years,Male,Stroke,0,0,0,NHS Orkney
2009,S08000025,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,45-64 years,Female,Cerebrovascular Disease,0,0,0,NHS Orkney
2009,S08000025,45-64 years,Female,Stroke,0,0,0,NHS Orkney
2009,S08000025,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,65-74 years,All,Cerebrovascular Disease,0,0,97.48024,NHS Orkney
2009,S08000025,65-74 years,All,Stroke,0,0,48.69023,NHS Orkney
2009,S08000025,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,65-74 years,Male,Cerebrovascular Disease,0,0,97.58002,NHS Orkney
2009,S08000025,65-74 years,Male,Stroke,0,0,0,NHS Orkney
2009,S08000025,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,65-74 years,Female,Cerebrovascular Disease,0,0,97.38047,NHS Orkney
2009,S08000025,65-74 years,Female,Stroke,0,0,97.38047,NHS Orkney
2009,S08000025,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,under75 years,All,Cerebrovascular Disease,0,0,11.24772,NHS Orkney
2009,S08000025,under75 years,All,Stroke,0,0,5.618104,NHS Orkney
2009,S08000025,under75 years,All,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,under75 years,Male,Cerebrovascular Disease,0,0,11.25923,NHS Orkney
2009,S08000025,under75 years,Male,Stroke,0,0,0,NHS Orkney
2009,S08000025,under75 years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,under75 years,Female,Cerebrovascular Disease,0,0,11.23621,NHS Orkney
2009,S08000025,under75 years,Female,Stroke,0,0,11.23621,NHS Orkney
2009,S08000025,under75 years,Female,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,75plus years,All,Cerebrovascular Disease,0,0,900.6172,NHS Orkney
2009,S08000025,75plus years,All,Stroke,0,0,656.5663,NHS Orkney
2009,S08000025,75plus years,All,Subarachnoid Haemorrhage,0,0,86.64265,NHS Orkney
2009,S08000025,75plus years,Male,Cerebrovascular Disease,0,0,811.4558,NHS Orkney
2009,S08000025,75plus years,Male,Stroke,0,0,684.0348,NHS Orkney
2009,S08000025,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,NHS Orkney
2009,S08000025,75plus years,Female,Cerebrovascular Disease,0,0,989.7786,NHS Orkney
2009,S08000025,75plus years,Female,Stroke,0,0,629.0979,NHS Orkney
2009,S08000025,75plus years,Female,Subarachnoid Haemorrhage,0,0,173.2853,NHS Orkney
2009,S08000026,All,All,Cerebrovascular Disease,17,74.5614,86.27708,NHS Shetland
